YEAR,MONTH,Carrier,ORIGIN,DEST,carrierTotalFlights,route_total_flights,n_carriers,HHI,carrierHubShare,carrierRouteShare,depDelay_rate,arrDelay_rate,cancel_rate,sd_dep_time,peak_dep_Count,peak_dep_share,YEAR_MONTH_id,route_id,carrier_route_id
2025,5,NK,LAS,MIA,27,161,3,0.625168782068593,0.10578512396694216,0.16770186335403728,0.18518518518518515,0.1111111111111111,0.03703703703703703,39.138649007775506,0,0,2025_5,LAS_MIA,NK_LAS_MIA
2023,12,G4,PVU,MDW,9,9,1,1,1,1,0,0,0,321.2551339840519,9,1,2023_12,PVU_MDW,G4_PVU_MDW
2023,6,UA,IAH,RIC,30,30,1,1,0.4397403969511735,1,0.6,0.6,0,82.42109427573257,17,0.5666666666666667,2023_6,IAH_RIC,UA_IAH_RIC
2023,2,NK,LAS,MCO,35,100,3,0.4537999999999999,0.16006799348395778,0.35,0.34285714285714286,0.2571428571428571,0.02857142857142857,775.5743711400864,7,0.2058823529411765,2023_2,LAS_MCO,NK_LAS_MCO
2025,2,AS,GEG,SEA,106,506,4,0.3173147526129138,0.10121457489878542,0.20948616600790515,0.20754716981132076,0.29245283018867924,0.01886792452830188,484.2809252521792,75,0.7211538461538461,2025_2,GEG_SEA,AS_GEG_SEA
2022,12,DL_CODESHARE,SLC,BIL,53,84,2,0.534297052154195,0.24583998176430363,0.6309523809523809,0.18867924528301888,0.20754716981132076,0,347.39642346501563,53,1,2022_12,SLC_BIL,DL_CODESHARE_SLC_BIL
2025,7,DL_CODESHARE,MSP,MQT,31,31,1,1,0.26938502673796794,1,0.06451612903225806,0.06451612903225806,0,60.86759824511751,31,1,2025_7,MSP_MQT,DL_CODESHARE_MSP_MQT
2024,7,WN,ECP,AUS,31,35,2,0.7975510204081633,0.398576512455516,0.8857142857142857,0.2258064516129032,0.3548387096774194,0,203.75135067828583,31,1,2024_7,ECP_AUS,WN_ECP_AUS
2025,5,UA,DEN,PSC,31,62,2,0.5,0.3319327731092437,0.5,0.6774193548387096,0.3870967741935484,0,352.10764788474097,0,0,2025_5,DEN_PSC,UA_DEN_PSC
2022,7,AA,PHL,BGR,26,87,2,0.5809221825868676,0.3351252553488872,0.2988505747126437,0.2307692307692308,0.2307692307692308,0,106.20317248629556,26,1,2022_7,PHL_BGR,AA_PHL_BGR
2024,2,F9,MCO,ORF,10,68,3,0.3853806228373703,0.13662812108713265,0.14705882352941177,0.2,0.2,0,649.4453103311403,5,0.5,2024_2,MCO_ORF,F9_MCO_ORF
2025,12,DL,ATL,BOI,42,42,1,1,0.668134438749183,1,0.23809523809523808,0.2619047619047619,0.0238095238095238,443.1804097766011,30,0.7317073170731707,2025_12,ATL_BOI,DL_ATL_BOI
2023,11,DL_CODESHARE,MSP,CVG,100,128,2,0.658203125,0.251418152350081,0.78125,0.12,0.18,0,330.0377283299776,98,0.98,2023_11,MSP_CVG,DL_CODESHARE_MSP_CVG
2020,1,DL_CODESHARE,LGA,CLT,194,487,3,0.510914158258457,0.3016400549093274,0.3983572895277208,0.18556701030927836,0.15463917525773196,0,427.92282262555034,154,0.7938144329896907,2020_1,LGA_CLT,DL_CODESHARE_LGA_CLT
2022,11,F9,MDT,DEN,1,1,1,1,0.01815431164901664,1,0,0,0,NA,1,1,2022_11,MDT_DEN,F9_MDT_DEN
2022,1,UA_CODESHARE,ECP,IAH,62,62,1,1,0.1220472440944882,1,0.08064516129032258,0.0967741935483871,0.03225806451612903,207.4407103369171,60,1,2022_1,ECP_IAH,UA_CODESHARE_ECP_IAH
2020,5,WN,TPA,PVD,3,3,1,1,0.5798368298368298,1,0,0,0.3333333333333333,369.10973977937783,1,0.5,2020_5,TPA_PVD,WN_TPA_PVD
2022,9,DL_CODESHARE,GTF,SLC,79,79,1,1,0.3872549019607843,1,0.0379746835443038,0.05063291139240506,0,478.2453913348343,49,0.620253164556962,2022_9,GTF_SLC,DL_CODESHARE_GTF_SLC
2023,4,DL,MSP,AUS,87,114,2,0.6385041551246539,0.5381836427496237,0.7631578947368421,0.08045977011494253,0.25287356321839083,0.01149425287356321,522.0192982475054,61,0.7093023255813954,2023_4,MSP_AUS,DL_MSP_AUS
2021,4,AA,PHX,DEN,89,576,4,0.3043800636574074,0.2500580270793037,0.1545138888888889,0.05617977528089887,0.0449438202247191,0,410.6715410858345,59,0.6629213483146067,2021_4,PHX_DEN,AA_PHX_DEN
2021,1,WN,PHX,SLC,87,339,5,0.2992229444574969,0.3135828467502632,0.25663716814159293,0.09195402298850576,0.1264367816091954,0,432.2980742110546,60,0.6896551724137931,2021_1,PHX_SLC,WN_PHX_SLC
2024,4,AA_CODESHARE,STL,BOS,47,123,2,0.5277943023332672,0.04707763368271452,0.3821138211382114,0.14893617021276595,0.14893617021276595,0,175.84169726685226,47,1,2024_4,STL_BOS,AA_CODESHARE_STL_BOS
2024,3,AS,GEG,LAX,27,58,2,0.5023781212841854,0.11229946524064172,0.46551724137931033,0.03703703703703703,0.07407407407407407,0,19.26343095296817,3,0.1111111111111111,2024_3,GEG_LAX,AS_GEG_LAX
2021,9,UA_CODESHARE,BHM,DEN,60,90,2,0.5555555555555555,0.17846153846153845,0.6666666666666666,0.21666666666666667,0.18333333333333332,0,428.8226619754709,60,1,2021_9,BHM_DEN,UA_CODESHARE_BHM_DEN
2024,2,G4,PGD,BLV,9,9,1,1,1,1,0.3333333333333333,0.3333333333333333,0,417.4555199193216,9,1,2024_2,PGD_BLV,G4_PGD_BLV
2024,6,F9,PWM,PHL,16,132,3,0.40645087235996313,0.05003790750568612,0.12121212121212122,0.25,0.4375,0.0625,247.84522820271755,15,1,2024_6,PWM_PHL,F9_PWM_PHL
2024,4,B6,ROC,JFK,30,112,2,0.6077806122448979,0.02495840266222961,0.26785714285714285,0.13333333333333333,0.16666666666666666,0.03333333333333333,119.34575345187224,3,0.10344827586206896,2024_4,ROC_JFK,B6_ROC_JFK
2024,7,DL_CODESHARE,AUS,CVG,54,63,2,0.7551020408163265,0.05030643513789581,0.8571428571428571,0.4444444444444444,0.3703703703703703,0.01851851851851851,338.84044136210684,52,0.981132075471698,2024_7,AUS_CVG,DL_CODESHARE_AUS_CVG
2022,1,NK,IAH,ORD,31,361,4,0.518251087698836,0.04765007738046754,0.08587257617728532,0.25806451612903225,0.1935483870967742,0.03225806451612903,92.54847130142066,24,0.8,2022_1,IAH_ORD,NK_IAH_ORD
2024,10,DL_CODESHARE,SLC,SGU,141,141,1,1,0.2170878714179973,1,0.09929078014184398,0.10638297872340426,0,482.979435752368,106,0.75177304964539,2024_10,SLC_SGU,DL_CODESHARE_SLC_SGU
2020,3,AS_CODESHARE,STS,SNA,43,43,1,1,0.6812339331619537,1,0.04651162790697674,0.02325581395348837,0.02325581395348837,415.2184968376818,42,1,2020_3,STS_SNA,AS_CODESHARE_STS_SNA
2023,10,G4,SFB,PVU,8,8,1,1,1,1,0.375,0.375,0,77.77761337851106,8,1,2023_10,SFB_PVU,G4_SFB_PVU
2023,9,AA,SBA,DFW,60,60,1,1,0.17530487804878048,1,0.26666666666666666,0.21666666666666667,0,385.8958097578938,29,0.48333333333333334,2023_9,SBA_DFW,AA_SBA_DFW
2021,8,WN,BWI,GSP,31,31,1,1,0.7344184752365053,1,0.16129032258064516,0.12903225806451613,0,60.86618497259607,31,1,2021_8,BWI_GSP,WN_BWI_GSP
2022,12,AA_CODESHARE,DCA,BNA,144,297,3,0.4087224659615232,0.37583270090226834,0.48484848484848486,0.1527777777777778,0.1875,0.03472222222222222,366.3778998078704,135,0.9642857142857144,2022_12,DCA_BNA,AA_CODESHARE_DCA_BNA
2024,7,AS,SJC,SEA,186,431,4,0.3380957251522117,0.06120242214532872,0.43155452436194897,0.15053763440860216,0.1774193548387097,0.01612903225806451,544.5001080638082,109,0.5956284153005464,2024_7,SJC_SEA,AS_SJC_SEA
2023,5,UA,EWR,FLL,283,473,3,0.4386869829123627,0.47743715969269784,0.5983086680761099,0.2508833922261484,0.23674911660777384,0,459.71564665428053,223,0.7879858657243817,2023_5,EWR_FLL,UA_EWR_FLL
2022,6,AA_CODESHARE,CMH,MIA,51,51,1,1,0.21148668860305112,1,0.2352941176470588,0.2549019607843137,0,647.4213726202514,7,0.13725490196078433,2022_6,CMH_MIA,AA_CODESHARE_CMH_MIA
2023,3,DL,LGA,SAV,3,122,3,0.47715667831228165,0.14615943464764547,0.02459016393442623,0.3333333333333333,0.3333333333333333,0,49.652123150307816,3,1,2023_3,LGA_SAV,DL_LGA_SAV
2024,5,AA,MCO,ORD,121,434,5,0.25721506084223494,0.1110067211100672,0.27880184331797236,0.2644628099173554,0.34710743801652894,0.01652892561983471,413.5642890350619,103,0.865546218487395,2024_5,MCO_ORD,AA_MCO_ORD
2025,4,AA,DCA,PBI,90,181,3,0.4838985378956686,0.20308213651766985,0.4972375690607735,0.2,0.15555555555555556,0,302.67813751795126,90,1,2025_4,DCA_PBI,AA_DCA_PBI
2024,3,WN,BNA,ORD,68,376,4,0.2897662969669534,0.5058950914340712,0.18085106382978725,0.17647058823529413,0.2058823529411765,0,271.0627104127291,64,0.9411764705882352,2024_3,BNA_ORD,WN_BNA_ORD
2023,4,UA,SFO,ONT,30,101,3,0.43456523870208796,0.34080028904344684,0.297029702970297,0.3,0.3333333333333333,0,34.982360086783444,0,0,2023_4,SFO_ONT,UA_SFO_ONT
2020,6,UA,DEN,PDX,53,173,4,0.43245681446089074,0.1190947666195191,0.3063583815028902,0.07547169811320754,0.11320754716981132,0,361.0622230065592,50,0.9433962264150944,2020_6,DEN_PDX,UA_DEN_PDX
2024,7,NK,STL,LAS,13,188,3,0.6251131733816206,0.00734824281150159,0.06914893617021277,0.3076923076923077,0.3076923076923077,0.07692307692307693,149.77040509534666,12,1,2024_7,STL_LAS,NK_STL_LAS
2025,12,AA,ILM,CLT,114,259,2,0.5071629820664569,0.2443384982121573,0.44015444015444016,0.11403508771929824,0.11403508771929824,0.0087719298245614,501.1437518822008,60,0.5309734513274337,2025_12,ILM_CLT,AA_ILM_CLT
2025,2,AA_CODESHARE,BOS,SYR,24,52,2,0.5029585798816569,0.0856757797458606,0.4615384615384616,0.25,0.2916666666666667,0,141.08739197360282,24,1,2025_2,BOS_SYR,AA_CODESHARE_BOS_SYR
2020,4,AA,PHX,GRR,6,7,2,0.7551020408163265,0.277611301369863,0.8571428571428571,0,0,0.3333333333333333,5.909032633745278,4,1,2020_4,PHX_GRR,AA_PHX_GRR
2023,12,UA,GUM,SPN,31,31,1,1,1,1,0,0,0,16.18521826613965,31,1,2023_12,GUM_SPN,UA_GUM_SPN
2023,2,AA_CODESHARE,LGA,ROA,28,52,2,0.5029585798816569,0.1278535428402016,0.5384615384615384,0.14285714285714285,0.10714285714285714,0,35.96652985542627,28,1,2023_2,LGA_ROA,AA_CODESHARE_LGA_ROA
2024,3,UA,SFO,PIT,57,57,1,1,0.371431144735657,1,0.19298245614035087,0.17543859649122806,0,677.0125835023684,31,0.543859649122807,2024_3,SFO_PIT,UA_SFO_PIT
2023,11,AA,RIC,MIA,35,35,1,1,0.16442605997931747,1,0,0.02857142857142857,0,379.19664085665994,4,0.11428571428571428,2023_11,RIC_MIA,AA_RIC_MIA
2021,9,F9,JAC,DEN,2,129,3,0.6197343909620816,0.00344234079173838,0.01550387596899224,0.5,0,0,66.46803743153546,2,1,2021_9,JAC_DEN,F9_JAC_DEN
2024,10,WN,BWI,COS,31,31,1,1,0.7417784637302623,1,0.25806451612903225,0.0967741935483871,0,72.61255260420835,31,1,2024_10,BWI_COS,WN_BWI_COS
2023,7,DL,MDW,MSP,9,321,3,0.6004891256878329,0.01548728280030219,0.02803738317757009,0,0,0,532.5382093751061,2,0.2222222222222222,2023_7,MDW_MSP,DL_MDW_MSP
2025,12,F9,EWR,SJU,18,199,4,0.39314663771116887,0.0079630105317236,0.09045226130653268,0.3333333333333333,0.4444444444444444,0.1111111111111111,57.51246667922888,17,1,2025_12,EWR_SJU,F9_EWR_SJU
2023,10,NK,RNO,LAS,90,404,3,0.6200740123517304,0.05076142131979695,0.2227722772277228,0.14444444444444443,0.13333333333333333,0,436.6460825122371,59,0.6555555555555556,2023_10,RNO_LAS,NK_RNO_LAS
2025,3,WN,DCA,BNA,119,388,3,0.3631230736528855,0.10724660438093744,0.30670103092783507,0.2184873949579832,0.20168067226890757,0.01680672268907563,530.2829930854595,62,0.5299145299145299,2025_3,DCA_BNA,WN_DCA_BNA
2022,2,G4,FAR,PIE,8,8,1,1,0.15113871635610765,1,0.25,0.125,0,399.55895327580527,7,0.875,2022_2,FAR_PIE,G4_FAR_PIE
2021,2,WN,SAN,PHX,99,178,3,0.4744981694230526,0.2725552050473186,0.5561797752808989,0.0505050505050505,0.0505050505050505,0.0101010101010101,357.28568292859444,96,0.979591836734694,2021_2,SAN_PHX,WN_SAN_PHX
2024,8,AA,LGA,MIA,266,454,4,0.45784897824525994,0.09227619316577236,0.5859030837004405,0.22180451127819548,0.2556390977443609,0.08646616541353383,513.4199493428614,162,0.6666666666666666,2024_8,LGA_MIA,AA_LGA_MIA
2022,5,DL_CODESHARE,SMF,SEA,92,415,5,0.26367252141094494,0.06421433127790772,0.2216867469879518,0.10869565217391304,0.08695652173913043,0,427.25852980369416,92,1,2022_5,SMF_SEA,DL_CODESHARE_SMF_SEA
2023,6,DL,FLL,CVG,30,60,2,0.5,0.1378809869375907,0.5,0.13333333333333333,0.2,0,181.34435395854948,29,0.9666666666666668,2023_6,FLL_CVG,DL_FLL_CVG
2024,6,WN,AUS,ATL,123,379,2,0.5615736454076483,0.4296762354174859,0.3245382585751979,0.3008130081300813,0.2195121951219512,0.008130081300813,491.39332833246453,81,0.6639344262295082,2024_6,AUS_ATL,WN_AUS_ATL
2025,12,WN,JAX,MDW,31,31,1,1,0.15922401171303074,1,0.3225806451612903,0.3225806451612903,0,353.8305347363734,18,0.5806451612903226,2025_12,JAX_MDW,WN_JAX_MDW
2024,7,AA,ORD,CHS,4,111,4,0.34112490869247625,0.17607760918233184,0.03603603603603603,0.25,0.25,0,48.2381246180515,4,1,2024_7,ORD_CHS,AA_ORD_CHS
2023,3,AA_CODESHARE,ORD,TVC,84,171,3,0.39413836736089736,0.17871896683110736,0.49122807017543857,0.13095238095238096,0.1904761904761905,0.0119047619047619,461.6935879399586,61,0.7349397590361446,2023_3,ORD_TVC,AA_CODESHARE_ORD_TVC
2023,10,WN,SDF,DAL,9,9,1,1,0.21412996075010904,1,0.1111111111111111,0.1111111111111111,0,126.9113864079973,8,0.8888888888888888,2023_10,SDF_DAL,WN_SDF_DAL
2025,10,UA,ORD,EWR,378,502,3,0.5974984524055174,0.2755194218608853,0.7529880478087649,0.3677248677248678,0.3703703703703703,0.00264550264550264,489.8550024688542,272,0.7214854111405835,2025_10,ORD_EWR,UA_ORD_EWR
2025,9,AS_CODESHARE,PSC,LAX,30,30,1,1,0.25,1,0.06666666666666667,0.03333333333333333,0,32.23157943141599,4,0.13333333333333333,2025_9,PSC_LAX,AS_CODESHARE_PSC_LAX
2024,10,UA,BNA,DEN,112,355,3,0.41954374132116645,0.06771758436944939,0.3154929577464789,0.13392857142857142,0.08035714285714286,0,434.64737553025793,92,0.8214285714285714,2024_10,BNA_DEN,UA_BNA_DEN
2024,8,WN,HOU,SMF,27,27,1,1,0.9100382815823054,1,0.3333333333333333,0.2222222222222222,0,456.0996323654237,12,0.4444444444444444,2024_8,HOU_SMF,WN_HOU_SMF
2024,7,WN,MIA,DAL,39,39,1,1,0.05702507729302645,1,0.2564102564102564,0.28205128205128205,0,400.7878947425929,33,0.8461538461538461,2024_7,MIA_DAL,WN_MIA_DAL
2025,6,UA_CODESHARE,HSV,IAH,137,137,1,1,0.2839607201309329,1,0.3284671532846715,0.39416058394160586,0.0291970802919708,414.3402544217344,105,0.7894736842105263,2025_6,HSV_IAH,UA_CODESHARE_HSV_IAH
2023,7,G4,MEM,PIE,9,9,1,1,0.03744798890429958,1,0,0.1111111111111111,0,20.414455662593607,9,1,2023_7,MEM_PIE,G4_MEM_PIE
2024,4,AA,ORD,SEA,53,399,4,0.2845899209175821,0.15930408472012103,0.13283208020050125,0.20754716981132076,0.11320754716981132,0,431.27247927361407,48,0.9056603773584906,2024_4,ORD_SEA,AA_ORD_SEA
2022,6,DL,JAX,ATL,290,346,2,0.7286912359250224,0.19306122448979593,0.838150289017341,0.1896551724137931,0.15517241379310345,0.01379310344827586,481.14326257782494,215,0.7517482517482518,2022_6,JAX_ATL,DL_JAX_ATL
2023,7,DL,FLL,RDU,31,124,4,0.25,0.13703236654056325,0.25,0.2258064516129032,0.25806451612903225,0,58.88936227577365,31,1,2023_7,FLL_RDU,DL_FLL_RDU
2020,9,AA_CODESHARE,ORD,IND,77,195,3,0.4812360289283366,0.2325831936796744,0.39487179487179486,0.05194805194805195,0.07792207792207792,0,353.51323112385893,55,0.7142857142857143,2020_9,ORD_IND,AA_CODESHARE_ORD_IND
2024,4,DL,BNA,SEA,30,116,2,0.6165279429250893,0.08323310079384172,0.25862068965517243,0.03333333333333333,0.06666666666666667,0,36.19438262124847,22,0.7333333333333333,2024_4,BNA_SEA,DL_BNA_SEA
2023,11,AA,MIA,ATL,141,551,6,0.2985991482241495,0.5126960839634352,0.2558983666061706,0.1347517730496454,0.20567375886524825,0,458.61765148464673,102,0.723404255319149,2023_11,MIA_ATL,AA_MIA_ATL
2024,11,UA,SLC,IAH,30,174,3,0.3833399392257894,0.0257714479484571,0.1724137931034483,0.13333333333333333,0.13333333333333333,0.03333333333333333,121.62505507907696,12,0.4,2024_11,SLC_IAH,UA_SLC_IAH
2020,9,B6,RDU,JFK,16,98,3,0.7099125364431489,0.03916827852998066,0.16326530612244897,0,0,0,19.530211639064916,16,1,2020_9,RDU_JFK,B6_RDU_JFK
2024,11,DL,ATL,MDW,133,330,3,0.3650872359963269,0.6618538324420677,0.403030303030303,0.15037593984962405,0.13533834586466165,0,445.0481228187756,102,0.7669172932330827,2024_11,ATL_MDW,DL_ATL_MDW
2022,11,F9,BNA,LAS,30,150,3,0.44,0.01285278918775672,0.2,0.36666666666666664,0.3333333333333333,0.03333333333333333,66.73801805708042,28,0.9655172413793104,2022_11,BNA_LAS,F9_BNA_LAS
2024,10,AA_CODESHARE,DCA,PVD,171,238,3,0.5845279288185862,0.4118124290118449,0.7184873949579832,0.1111111111111111,0.13450292397660818,0,491.36373631173586,114,0.6666666666666666,2024_10,DCA_PVD,AA_CODESHARE_DCA_PVD
2022,5,DL,STL,SLC,88,88,1,1,0.06855136733185514,1,0.1590909090909091,0.11363636363636365,0.02272727272727272,516.2260542867698,53,0.6162790697674418,2022_5,STL_SLC,DL_STL_SLC
2024,11,B6,MIA,BOS,59,313,5,0.38237605773254807,0.01616139099420419,0.18849840255591055,0.2033898305084746,0.1864406779661017,0,493.1296569486004,49,0.8305084745762712,2024_11,MIA_BOS,B6_MIA_BOS
2022,9,AA_CODESHARE,GSP,PHL,58,58,1,1,0.3752260397830018,1,0.06896551724137931,0.03448275862068965,0,511.12953218248555,58,1,2022_9,GSP_PHL,AA_CODESHARE_GSP_PHL
2020,2,UA_CODESHARE,SUN,SFO,29,29,1,1,0.4299065420560747,1,0.20689655172413793,0.13793103448275862,0.13793103448275862,62.033136306332274,25,1,2020_2,SUN_SFO,UA_CODESHARE_SUN_SFO
2024,7,UA_CODESHARE,EWR,DFW,9,318,4,0.398144851865037,0.26215731070496084,0.02830188679245283,0,0.2222222222222222,0,383.62745962427897,9,1,2024_7,EWR_DFW,UA_CODESHARE_EWR_DFW
2020,12,G4,PGD,MCI,11,11,1,1,1,1,0.18181818181818185,0.18181818181818185,0,381.5962168670868,10,0.9090909090909092,2020_12,PGD_MCI,G4_PGD_MCI
2024,11,AA_CODESHARE,ORD,CLE,92,297,4,0.36337561926787515,0.22023300970873785,0.30976430976430974,0.11956521739130437,0.15217391304347827,0.0108695652173913,361.85786239394133,87,0.956043956043956,2024_11,ORD_CLE,AA_CODESHARE_ORD_CLE
2021,11,WN,BWI,SAN,51,51,1,1,0.7003811199061859,1,0.43137254901960786,0.29411764705882354,0,503.643272448221,26,0.5098039215686274,2021_11,BWI_SAN,WN_BWI_SAN
2021,10,AA,ANC,DFW,21,21,1,1,0.01641414141414141,1,0.5714285714285714,0.380952380952381,0,71.48389762070629,0,0,2021_10,ANC_DFW,AA_ANC_DFW
2025,7,AA,PHX,HNL,62,124,3,0.375,0.3035091059077353,0.5,0.1129032258064516,0.1774193548387097,0,144.7800680760649,62,1,2025_7,PHX_HNL,AA_PHX_HNL
2024,2,F9,MCO,GRB,16,16,1,1,0.13662812108713265,1,0.125,0,0,523.4796239269173,11,0.6875,2024_2,MCO_GRB,F9_MCO_GRB
2023,6,AA,PHX,OGG,30,60,2,0.5,0.3154387263976305,0.5,0.26666666666666666,0.23333333333333336,0,111.4702217851368,30,1,2023_6,PHX_OGG,AA_PHX_OGG
2025,11,F9,SFO,ONT,21,105,2,0.68,0.02481692432872254,0.2,0.7142857142857143,0.5714285714285714,0,892.078746790994,0,0,2025_11,SFO_ONT,F9_SFO_ONT
2023,8,WN,DAL,SAT,258,258,1,1,0.9467554076539102,1,0.21705426356589147,0.16279069767441862,0.00387596899224806,531.6650288023565,177,0.688715953307393,2023_8,DAL_SAT,WN_DAL_SAT
2024,4,G4,SFB,RIC,8,8,1,1,1,1,0.5,0.5,0,631.2965682964364,6,0.75,2024_4,SFB_RIC,G4_SFB_RIC
2024,11,WN,MDW,ABQ,34,34,1,1,0.8878156244704287,1,0.08823529411764706,0.2352941176470588,0,335.9459785959036,32,0.9411764705882352,2024_11,MDW_ABQ,WN_MDW_ABQ
2025,5,UA_CODESHARE,SLC,ORD,1,271,5,0.28042918805571815,0.03395278754394777,0.003690036900369,0,0,0,NA,1,1,2025_5,SLC_ORD,UA_CODESHARE_SLC_ORD
2021,9,DL,FLL,BOS,30,262,4,0.3167356214672805,0.11468160377358493,0.11450381679389313,0.1,0.1,0.03333333333333333,91.51933405432496,30,1,2021_9,FLL_BOS,DL_FLL_BOS
2021,7,WN,SEA,LAS,124,522,5,0.26697347367184865,0.058855389059397,0.23754789272030652,0.25,0.20967741935483872,0.00806451612903225,528.7825806444108,73,0.5934959349593496,2021_7,SEA_LAS,WN_SEA_LAS
2023,6,DL,DEN,SEA,90,628,5,0.24483751876343868,0.04166336633663366,0.14331210191082802,0.28888888888888886,0.23333333333333336,0.01111111111111111,530.667378350462,45,0.5056179775280899,2023_6,DEN_SEA,DL_DEN_SEA
2025,5,UA_CODESHARE,IAH,SAT,56,248,2,0.6503642039542143,0.383851438677641,0.2258064516129032,0.21428571428571427,0.2857142857142857,0.03571428571428571,443.148288173351,35,0.6481481481481481,2025_5,IAH_SAT,UA_CODESHARE_IAH_SAT
2025,3,G4,SAV,GRR,11,11,1,1,0.05750636132315522,1,0.3636363636363637,0.09090909090909093,0,277.328489176808,8,0.7272727272727273,2025_3,SAV_GRR,G4_SAV_GRR
2022,2,AA_CODESHARE,DFW,TLH,55,55,1,1,0.3747569984447901,1,0.07272727272727272,0.07272727272727272,0.16363636363636364,403.0132422513579,38,0.8260869565217391,2022_2,DFW_TLH,AA_CODESHARE_DFW_TLH
2024,10,UA,DEN,TUL,32,198,3,0.381695745332109,0.3371829626053697,0.16161616161616163,0.15625,0.15625,0,57.79935225387688,31,0.96875,2024_10,DEN_TUL,UA_DEN_TUL
2021,1,HA,OGG,LIH,26,26,1,1,0.40172642762284194,1,0.03846153846153846,0.03846153846153846,0.03846153846153846,16.61846362734333,25,1,2021_1,OGG_LIH,HA_OGG_LIH
2020,7,AS_CODESHARE,LAS,PDX,62,224,5,0.30727838010204084,0.02446483180428134,0.2767857142857143,0.03225806451612903,0.06451612903225806,0.03225806451612903,191.54496086793387,60,1,2020_7,LAS_PDX,AS_CODESHARE_LAS_PDX
2023,3,NK,TPA,DFW,21,254,3,0.6541943083886169,0.08064735482116143,0.08267716535433071,0.1904761904761905,0.23809523809523808,0.04761904761904761,73.64457674676748,20,1,2023_3,TPA_DFW,NK_TPA_DFW
2024,12,DL,BOS,SLC,73,88,2,0.7172004132231404,0.18225399495374264,0.8295454545454546,0.2876712328767123,0.2054794520547945,0,524.6534849782737,54,0.7397260273972602,2024_12,BOS_SLC,DL_BOS_SLC
2021,6,AA,CLT,ATL,112,473,3,0.3748508239879497,0.4070182394924663,0.23678646934460887,0.21428571428571427,0.2767857142857143,0.00892857142857142,494.23978669120385,45,0.40540540540540543,2021_6,CLT_ATL,AA_CLT_ATL
2024,5,AS,SEA,RSW,9,9,1,1,0.4236025609455799,1,0.5555555555555556,0.3333333333333333,0,43.669211121796096,9,1,2024_5,SEA_RSW,AS_SEA_RSW
2022,4,DL,JAC,SLC,30,30,1,1,0.3238095238095238,1,0.2,0.23333333333333336,0.03333333333333333,373.4250341870982,21,0.7241379310344828,2022_4,JAC_SLC,DL_JAC_SLC
2021,10,AS_CODESHARE,BOI,SMF,25,56,2,0.5057397959183674,0.28987455197132617,0.44642857142857145,0.2,0.2,0,142.3233173681202,19,0.76,2021_10,BOI_SMF,AS_CODESHARE_BOI_SMF
2021,12,DL,LAX,SEA,181,525,5,0.34887619047619045,0.14466456828982288,0.34476190476190477,0.24861878453038672,0.1712707182320442,0.06629834254143646,436.45786099759863,120,0.7100591715976331,2021_12,LAX_SEA,DL_LAX_SEA
2022,8,AA,BOS,LAX,124,441,4,0.2709004992775644,0.14944201843765162,0.2811791383219955,0.24193548387096775,0.2258064516129032,0.04032258064516129,596.0383475263793,57,0.4789915966386555,2022_8,BOS_LAX,AA_BOS_LAX
2024,5,AA,ORF,MIA,62,62,1,1,0.15718717683557393,1,0.24193548387096775,0.20967741935483872,0.03225806451612903,656.754624870001,26,0.43333333333333335,2024_5,ORF_MIA,AA_ORF_MIA
2023,10,G4,SFB,TYS,54,54,1,1,1,1,0.14814814814814814,0.14814814814814814,0,346.62550805902436,46,0.8518518518518519,2023_10,SFB_TYS,G4_SFB_TYS
2023,11,B6,EWR,LAX,106,513,4,0.35316089661016303,0.04473796335747763,0.20662768031189083,0.1509433962264151,0.1509433962264151,0,537.9756729704388,55,0.5188679245283019,2023_11,EWR_LAX,B6_EWR_LAX
2020,3,NK,LAS,BUR,60,353,2,0.717837395372726,0.10661322645290582,0.169971671388102,0.11666666666666668,0.13333333333333333,0.43333333333333335,360.0734129939311,30,0.8823529411764706,2020_3,LAS_BUR,NK_LAS_BUR
2022,3,AA_CODESHARE,CID,CLT,61,61,1,1,0.35994930291508237,1,0.06557377049180328,0.03278688524590164,0,505.2414777308689,30,0.4918032786885246,2022_3,CID_CLT,AA_CODESHARE_CID_CLT
2021,4,DL,IAH,LAX,37,337,4,0.3539258072185192,0.03447084233261339,0.10979228486646884,0.05405405405405406,0.13513513513513514,0,452.5212569460003,20,0.5405405405405406,2021_4,IAH_LAX,DL_IAH_LAX
2024,9,UA,PBI,EWR,175,209,2,0.7275703395068795,0.1034675615212528,0.8373205741626795,0.14285714285714285,0.14857142857142858,0.00571428571428571,462.8725096632765,117,0.6724137931034483,2024_9,PBI_EWR,UA_PBI_EWR
2024,8,WN,ONT,BNA,31,31,1,1,0.3961352657004831,1,0.03225806451612903,0,0,131.74514334767306,31,1,2024_8,ONT_BNA,WN_ONT_BNA
2025,12,DL_CODESHARE,DSM,DTW,83,83,1,1,0.1706374758531874,1,0.30120481927710846,0.3614457831325301,0.06024096385542168,519.2198261315733,45,0.569620253164557,2025_12,DSM_DTW,DL_CODESHARE_DSM_DTW
2024,4,AS,SFO,PDX,55,310,4,0.3211446409989594,0.07372296364473079,0.1774193548387097,0.4545454545454546,0.4545454545454546,0,232.8811028847297,28,0.509090909090909,2024_4,SFO_PDX,AS_SFO_PDX
